,purchasenumber,purchaseobjectinfo,responsibleorg_regnum,responsibleorg_fullname,responsibleorg_postaddress,responsibleorg_factaddress,responsibleorg_inn,responsiblerole,max_price,final_price,execution_period,ratio_final_to_reserve_price,month_year,zip_code
133398,373200114221000256,Электронный аукцион на поставку медицинских изделий для сосудистой хирургии в отделение кардиохирургии (ВМП) для нужд ГБУЗ «ДГКБ им. Н.Ф. Филатова ДЗМ»,3732001142,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15",7703111067,CU,506686.56,616418.31,438.0,1.2165673192515705,2021-06,123001
133488,373200114221000384,"Электронный
аукцион    на   право заключения контракта на
оказание  услуг  по   обучению и    проверке
знаний требований охраны труда сотрудников 
ГБУЗ ""ДГКБ  им. Н.Ф. Филатова ДЗМ""",3732001142,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15",7703111067,CU,137849.91,4166521.99,594.0,30.22506137290913,2021-09,123001
133533,373200114221000448,Электронный аукцион на поставку расходных материалов (трубка соединительная) для видеобронхоскопической стойки Olympus  для нужд ГБУЗ «ДГКБ им. Н.Ф. Филатова ДЗМ»,3732001142,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15",7703111067,CU,2025778.4,1527992.05,432.0,0.7542740360939776,2021-10,123001
133711,373200114321000064,Поставка жизненно необходимого и важнейшего лекарственного препарата: «Ванкомицин» для нужд ГБУЗ «ГВВ № 1 ДЗМ» в 2021 году,3732001143,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109044, Москва, Дубровская 2-я, 13","Российская Федерация, 109044, Москва, Дубровская 2-я, 13",7709210297,CU,336000.0,544476.0,425.0,1.6204642857142857,2021-03,109044
133775,373200114321000128,"Поставка жизненно необходимых и важнейших лекарственных препаратов: ""Амоксициллин+Клавулановая кислота"" для нужд ГБУЗ «ГВВ № 1 ДЗМ» в 2021 году",3732001143,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109044, Москва, Дубровская 2-я, 13","Российская Федерация, 109044, Москва, Дубровская 2-я, 13",7709210297,CU,72000.0,1532890.0,350.0,21.29013888888889,2021-05,109044
133839,373200114321000192,"Поставка машины для прочистки канализационных труб для нужд ГБУЗ ""ГВВ №1 ДЗМ"" в 2021 году",3732001143,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109044, Москва, Дубровская 2-я, 13","Российская Федерация, 109044, Москва, Дубровская 2-я, 13",7709210297,CU,71938.33,3279266.61,364.0,45.58441390007246,2021-07,109044
133903,373200114321000256,"Поставка жизненно необходимого и важнейшего лекарственного препарата «Левофлоксацин» для нужд ГБУЗ ""ГВВ № 1 ДЗМ"" в 2021 году (3)",3732001143,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109044, Москва, УЛИЦА 2-Я ДУБРОВСКАЯ, 13","Российская Федерация, 109044, Москва, УЛИЦА 2-Я ДУБРОВСКАЯ, 13",7709210297,CU,1008000.0,272157.6,364.0,0.26999761904761904,2021-09,109044
133967,373200114321000320,Поставка жизненно необходимого и важнейшего лекарственного препарата: «Гликлазид» для нужд ГБУЗ «ГВВ № 1 ДЗМ» в 2022 году,3732001143,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109044, Москва, УЛИЦА 2-Я ДУБРОВСКАЯ, 13","Российская Федерация, 109044, Москва, УЛИЦА 2-Я ДУБРОВСКАЯ, 13",7709210297,CU,37080.0,56000.0,364.0,1.5102481121898597,2021-10,109044
134031,373200114321000384,Электронный аукцион на поставку ваты хирургической для нужд аптеки  ГБУЗ «ГВВ № 1 ДЗМ» в 2022 году,3732001143,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН № 1 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109044, Москва, УЛИЦА 2-Я ДУБРОВСКАЯ, 13","Российская Федерация, 109044, Москва, УЛИЦА 2-Я ДУБРОВСКАЯ, 13",7709210297,CU,105355.8,539725.0,81.0,5.122878854320312,2021-12,109044
134140,373200114421000064,Поставка медицинских средств первой помощи,3732001144,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОСКОВСКАЯ ГОРОДСКАЯ ПОИСКОВО-СПАСАТЕЛЬНАЯ СЛУЖБА НА ВОДНЫХ ОБЪЕКТАХ""","Российская Федерация, 105120, Москва, УЛИЦА НИЖНЯЯ СЫРОМЯТНИЧЕСКАЯ, 5/СТР.3А","Российская Федерация, 105120, Москва, УЛИЦА НИЖНЯЯ СЫРОМЯТНИЧЕСКАЯ, 5/СТР.3А",7710192229,CU,195400.0,187801.6,729.0,0.9611136131013306,2021-11,105120
134211,373200116221000064,"Электронный аукцион на поставку тележки грузовой для нужд ГБУЗ «ДГП №86 ДЗМ» (филиал №1) в 2021 г. (в соответствии со стандартом ""Московская поликлиника"" после выхода из капремонта) для нужд ГБУЗ «ДГП № 86 ДЗМ»",3732001162,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 86 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125412, Москва, ШОССЕ КОРОВИНСКОЕ, 36А","Российская Федерация, 125412, Москва, ШОССЕ КОРОВИНСКОЕ, 36А",7713046441,CU,20480.0,204000.0,128.0,9.9609375,2021-05,125412
134273,373200116221000128,Поставка  твердых  противогололедных реагентов на основе хлористого натрия (техническая соль).,3732001162,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 86 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125412, Москва, Ш. КОРОВИНСКОЕ, Д. 36А","Российская Федерация, 125412, Москва, Ш. КОРОВИНСКОЕ, Д. 36А",7713046441,CU,172700.0,49808.64,695.0,0.28841134916039374,2021-12,125412
134392,373200122121000064,"Поставка лекарственного препарата (МНН Налтрексон) для нужд ГБУЗ ""ПКБ № 4 ДЗМ"" в 2021 году",3732001221,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П. Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3",7718084948,CU,3638120.0,62100.0,232.0,0.01706925554956956,2021-03,107076
134456,373200122121000128,"Поставка лекарственного препарата (МНН Амбазон) для нужд ГБУЗ ""ПКБ № 4 ДЗМ"" в 2021 году повторно",3732001221,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П. Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3",7718084948,CU,58980.0,2448479.25,570.0,41.51372075279756,2021-04,107076
134520,373200122121000192,"Поставка лекарственных препаратов (МНН Амантадин, галантамин, прегабалин) для нужд ГБУЗ ""ПКБ № 4 ДЗМ"" в 2021 году",3732001221,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П. Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3",7718084948,CU,980539.8,2630732.51,301.0,2.6829431196979456,2021-05,107076
134583,373200122121000256,Электронный аукцион на поставку изделий медицинского назначения (шприцы инсулиновые) для нужд ГБУЗ «ПКБ № 4 ДЗМ» в 2021 году,3732001221,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П. Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3",7718084948,CU,239200.0,695891.11,445.0,2.90924377090301,2021-07,107076
134762,373200122121000448,"Поставка лекарственных препаратов (МНН Изосорбида динитрат) для нужд ГБУЗ ""ПКБ № 4 ДЗМ"" в 2021 году повторно",3732001221,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П. Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3",7718084948,CU,8820.0,6313825.2,364.0,715.8531972789116,2021-10,107076
134825,373200122121000512,"Электронный аукцион на поставку оборудования для сбора, временного хранения и транспортировки медицинских отходов классов Б и В (лот № 4) (повторно) для нужд ГБУЗ «ПКБ № 4 ДЗМ»",3732001221,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П. Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3",7718084948,CU,94400.0,4223534.36,364.0,44.74083008474577,2021-10,107076
134861,373200122121000576,Поставка натрия углекислого (соды кальцинированной технической) для нужд ГБУЗ «ПКБ № 4 ДЗМ» на 2022-2023 гг.,3732001221,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П. Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3","Российская Федерация, 107076, Москва, УЛИЦА ПОТЕШНАЯ, 3",7718084948,CU,125567.1,222432.25,47.0,1.7714214153229626,2021-12,107076
